anos_experiencia,Angular,BDD,Bootstrap,CICD,CSS,Cucumber,Django,Gestão de Custos,Gestão de Escopo,Gestão de Pessoas,Gestão de Qualidade,Gestão de Riscos,Gestão de Stakeholders,Gestão de Tempo,Gestão Ágil,HTML,JUnit,Java,JavaScript,Jira,Kanban,Lean,MS Project,MVP,Microservices,NoSQL,Node.js,OKRs,PMBOK,Postman,Python,RESTful APIs,React,Ruby on Rails,SAFE,SQL,Scrum,Scrum Master,Selenium,SoapUI,Spring Boot,TDD,TestNG,Testes Automatizados,Testes Funcionais,Testes de Carga,Testes de Performance,Testes de Regressão,Testes de Segurança,Testes de Usabilidade,Trello,TypeScript,User Stories,Vue.js,XP,categoria
3,7.0,1.0,2.0,8.0,1.0,4.0,5.0,8.0,3.0,3.0,3.0,5.0,7.0,0.0,4.0,0.0,0.0,7.0,2.0,4.0,9.0,5.0,9.0,8.0,3.0,8.0,2.0,6.0,5.0,1.0,3.0,9.0,9.0,8.0,10.0,2.0,6.0,10.0,2.0,0.0,8.0,10.0,0.0,6.0,4.0,8.0,1.0,3.0,10.0,5.0,6.0,10.0,3.0,2.0,4.0,0
13,1.0,7.0,2.0,1.0,8.0,9.0,5.0,9.0,4.0,10.0,9.0,9.0,3.0,4.0,3.0,10.0,7.0,8.0,7.0,1.0,8.0,4.0,0.0,1.0,0.0,10.0,1.0,0.0,4.0,7.0,0.0,4.0,5.0,2.0,0.0,6.0,0.0,5.0,3.0,7.0,8.0,7.0,2.0,0.0,0.0,3.0,7.0,0.0,7.0,3.0,5.0,7.0,1.0,4.0,6.0,1
17,4.0,4.0,1.0,7.0,4.0,5.0,10.0,2.0,6.0,3.0,3.0,1.0,3.0,6.0,5.0,9.0,7.0,1.0,5.0,4.0,9.0,7.0,1.0,9.0,4.0,0.0,4.0,9.0,3.0,8.0,9.0,1.0,8.0,4.0,9.0,10.0,1.0,0.0,10.0,7.0,0.0,4.0,9.0,6.0,3.0,1.0,6.0,4.0,7.0,4.0,7.0,10.0,2.0,3.0,8.0,2
22,6.0,0.0,0.0,5.0,0.0,10.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,1.0,10.0,5.0,6.0,0.0,6.0,0.0,7.0,2.0,9.0,8.0,2.0,3.0,7.0,7.0,0.0,3.0,2.0,8.0,4.0,7.0,1.0,3.0,10.0,6.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,4.0,0.0,8.0,0.0,10.0,5.0,0.0,5.0,0.0,2
13,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,7.0,0.0,2.0,0.0,1
1,6.0,7.0,1.0,8.0,0.0,0.0,10.0,9.0,9.0,2.0,0.0,10.0,10.0,0.0,0.0,8.0,7.0,0.0,7.0,0.0,0.0,9.0,5.0,3.0,0.0,3.0,8.0,1.0,8.0,0.0,7.0,9.0,5.0,0.0,0.0,4.0,9.0,5.0,4.0,3.0,0.0,4.0,9.0,0.0,5.0,9.0,0.0,0.0,0.0,5.0,0.0,5.0,9.0,2.0,0.0,0
28,9.0,8.0,5.0,10.0,10.0,0.0,3.0,0.0,0.0,5.0,10.0,0.0,5.0,0.0,6.0,0.0,0.0,8.0,3.0,7.0,8.0,3.0,6.0,8.0,0.0,8.0,0.0,1.0,7.0,5.0,0.0,10.0,8.0,3.0,9.0,3.0,1.0,8.0,0.0,5.0,0.0,0.0,9.0,6.0,4.0,0.0,2.0,0.0,0.0,1.0,7.0,0.0,6.0,8.0,0.0,2
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2
21,0.0,0.0,0.0,10.0,0.0,6.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,7.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,10.0,6.0,10.0,7.0,2
19,1.0,4.0,6.0,6.0,3.0,2.0,3.0,1.0,8.0,5.0,4.0,8.0,7.0,10.0,5.0,3.0,6.0,6.0,3.0,1.0,6.0,6.0,7.0,6.0,3.0,9.0,0.0,9.0,2.0,6.0,9.0,9.0,4.0,1.0,8.0,3.0,6.0,2.0,4.0,2.0,4.0,6.0,9.0,6.0,6.0,2.0,8.0,10.0,8.0,10.0,2.0,10.0,3.0,2.0,8.0,2
20,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,7.0,4.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,8.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,0.0,4.0,0.0,6.0,9.0,3.0,0.0,0.0,2
27,5.0,1.0,6.0,3.0,8.0,0.0,7.0,9.0,7.0,4.0,4.0,0.0,1.0,9.0,10.0,4.0,6.0,3.0,5.0,9.0,7.0,3.0,5.0,0.0,0.0,2.0,5.0,5.0,0.0,2.0,9.0,3.0,2.0,2.0,7.0,6.0,4.0,0.0,10.0,10.0,1.0,0.0,7.0,6.0,10.0,2.0,9.0,1.0,3.0,10.0,8.0,0.0,2.0,0.0,1.0,2
11,5.0,1.0,8.0,0.0,9.0,8.0,3.0,9.0,5.0,8.0,3.0,9.0,3.0,3.0,6.0,10.0,5.0,9.0,3.0,10.0,8.0,0.0,0.0,8.0,0.0,0.0,2.0,10.0,0.0,6.0,10.0,0.0,0.0,9.0,1.0,10.0,9.0,8.0,2.0,3.0,5.0,6.0,2.0,5.0,1.0,0.0,9.0,2.0,6.0,0.0,1.0,3.0,0.0,5.0,6.0,1
26,1.0,4.0,0.0,3.0,9.0,2.0,0.0,4.0,8.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,7.0,9.0,2.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,5.0,9.0,2.0,2.0,8.0,0.0,1.0,7.0,0.0,0.0,9.0,10.0,10.0,4.0,2
6,0.0,3.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,3.0,3.0,0.0,7.0,10.0,7.0,3.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,3.0,9.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,10.0,8.0,6.0,0.0,0.0,8.0,0.0,3.0,6.0,5.0,0.0,10.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1
15,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,7.0,0.0,9.0,1.0,0.0,7.0,0.0,0.0,6.0,0.0,3.0,6.0,4.0,0.0,0.0,2.0,0.0,10.0,3.0,0.0,0.0,4.0,6.0,7.0,0.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,4.0,7.0,3.0,0.0,9.0,10.0,8.0,7.0,2.0,4.0,2
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2
2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,9.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,6.0,8.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0
19,6.0,2.0,1.0,0.0,0.0,0.0,9.0,10.0,6.0,0.0,0.0,1.0,0.0,3.0,7.0,0.0,6.0,7.0,1.0,0.0,6.0,3.0,9.0,0.0,7.0,0.0,4.0,8.0,0.0,0.0,0.0,1.0,8.0,5.0,0.0,4.0,0.0,4.0,10.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,3.0,0.0,8.0,10.0,0.0,2.0,7.0,1.0,0.0,2
2,0.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0,3.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,3.0,0.0,3.0,0.0,10.0,0.0,2.0,7.0,8.0,1.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,5.0,0.0,5.0,8.0,8.0,8.0,3.0,8.0,0.0,0
18,10.0,7.0,2.0,3.0,3.0,0.0,7.0,7.0,0.0,8.0,1.0,10.0,7.0,0.0,0.0,10.0,0.0,3.0,8.0,1.0,6.0,4.0,9.0,3.0,6.0,4.0,0.0,2.0,6.0,5.0,0.0,0.0,0.0,1.0,6.0,9.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,10.0,0.0,0.0,0.0,10.0,3.0,4.0,1.0,0.0,2
16,0.0,7.0,2.0,9.0,2.0,5.0,10.0,0.0,5.0,0.0,5.0,10.0,2.0,10.0,9.0,6.0,0.0,4.0,0.0,9.0,0.0,4.0,5.0,5.0,10.0,0.0,6.0,9.0,10.0,0.0,7.0,10.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,7.0,0.0,10.0,5.0,10.0,7.0,0.0,6.0,5.0,8.0,8.0,1.0,10.0,0.0,5.0,7.0,2
7,6.0,8.0,1.0,7.0,8.0,6.0,0.0,5.0,0.0,7.0,3.0,0.0,9.0,9.0,0.0,10.0,9.0,3.0,8.0,0.0,8.0,9.0,0.0,8.0,7.0,5.0,4.0,2.0,8.0,6.0,0.0,9.0,6.0,0.0,0.0,8.0,8.0,7.0,8.0,1.0,0.0,1.0,3.0,7.0,0.0,1.0,0.0,3.0,0.0,10.0,4.0,2.0,5.0,9.0,4.0,1
1,3.0,7.0,5.0,6.0,8.0,7.0,10.0,3.0,2.0,3.0,0.0,1.0,1.0,6.0,9.0,10.0,10.0,5.0,8.0,7.0,10.0,8.0,10.0,6.0,0.0,6.0,7.0,0.0,0.0,7.0,6.0,4.0,4.0,6.0,10.0,5.0,6.0,0.0,5.0,9.0,4.0,7.0,6.0,8.0,2.0,0.0,7.0,10.0,6.0,3.0,6.0,3.0,1.0,1.0,7.0,0
11,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0,5.0,0.0,6.0,0.0,8.0,2.0,0.0,0.0,9.0,8.0,2.0,0.0,3.0,7.0,10.0,7.0,0.0,10.0,4.0,0.0,0.0,0.0,6.0,1.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,8.0,1
29,7.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,7.0,0.0,0.0,3.0,4.0,0.0,0.0,2.0,10.0,6.0,0.0,10.0,0.0,0.0,0.0,10.0,1.0,3.0,0.0,8.0,7.0,0.0,0.0,7.0,1.0,2.0,9.0,0.0,1.0,2.0,6.0,0.0,9.0,5.0,0.0,0.0,8.0,1.0,8.0,7.0,0.0,5.0,1.0,0.0,0.0,10.0,2
24,10.0,1.0,2.0,0.0,0.0,1.0,4.0,10.0,3.0,6.0,9.0,9.0,9.0,9.0,8.0,6.0,0.0,7.0,2.0,4.0,5.0,10.0,3.0,4.0,1.0,10.0,5.0,4.0,9.0,0.0,2.0,10.0,0.0,1.0,7.0,10.0,7.0,0.0,1.0,6.0,4.0,8.0,0.0,3.0,6.0,7.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,4.0,2
20,10.0,8.0,9.0,7.0,6.0,2.0,8.0,0.0,4.0,6.0,5.0,5.0,10.0,5.0,6.0,2.0,9.0,6.0,3.0,9.0,8.0,0.0,3.0,10.0,1.0,6.0,8.0,1.0,0.0,0.0,9.0,5.0,9.0,7.0,4.0,3.0,7.0,9.0,1.0,9.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,3.0,6.0,8.0,4.0,7.0,3.0,6.0,2.0,2
21,5.0,7.0,10.0,0.0,0.0,1.0,5.0,6.0,3.0,0.0,9.0,5.0,2.0,0.0,9.0,10.0,8.0,4.0,6.0,7.0,1.0,0.0,5.0,9.0,4.0,10.0,10.0,8.0,8.0,6.0,2.0,8.0,8.0,2.0,0.0,4.0,0.0,0.0,1.0,6.0,3.0,5.0,6.0,1.0,0.0,3.0,9.0,0.0,8.0,5.0,7.0,3.0,5.0,4.0,1.0,2
24,0.0,0.0,0.0,0.0,2.0,1.0,0.0,8.0,8.0,1.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,4.0,6.0,0.0,10.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
6,5.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,3.0,0.0,9.0,3.0,0.0,7.0,0.0,1
2,2.0,1.0,0.0,0.0,0.0,5.0,6.0,4.0,4.0,0.0,10.0,0.0,6.0,5.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,1.0,10.0,0.0,4.0,8.0,4.0,7.0,2.0,3.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,7.0,1.0,4.0,7.0,10.0,10.0,0.0,0.0,5.0,0.0,0.0,3.0,1.0,0
29,9.0,5.0,4.0,1.0,0.0,4.0,6.0,3.0,8.0,0.0,0.0,8.0,2.0,0.0,5.0,10.0,8.0,6.0,3.0,1.0,6.0,2.0,0.0,8.0,0.0,8.0,10.0,9.0,0.0,2.0,7.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,9.0,9.0,7.0,8.0,6.0,0.0,10.0,0.0,2.0,4.0,5.0,8.0,0.0,6.0,3.0,2
15,0.0,1.0,3.0,5.0,0.0,2.0,7.0,0.0,0.0,0.0,9.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,5.0,6.0,5.0,8.0,8.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,10.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,2
14,8.0,7.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,10.0,0.0,8.0,4.0,7.0,3.0,0.0,8.0,1.0,5.0,9.0,8.0,8.0,10.0,0.0,1.0,10.0,7.0,10.0,0.0,2.0,8.0,2.0,4.0,0.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,4.0,3.0,6.0,0.0,5.0,1.0,7.0,8.0,0.0,5.0,3.0,5.0,1
9,1.0,7.0,3.0,4.0,6.0,8.0,3.0,5.0,6.0,6.0,8.0,0.0,0.0,9.0,7.0,6.0,5.0,4.0,9.0,6.0,1.0,5.0,8.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,1.0,9.0,6.0,2.0,4.0,4.0,5.0,9.0,2.0,8.0,5.0,9.0,0.0,6.0,2.0,0.0,9.0,9.0,5.0,8.0,5.0,4.0,1.0,9.0,1
24,1.0,9.0,4.0,2.0,8.0,9.0,8.0,1.0,8.0,2.0,9.0,2.0,6.0,6.0,5.0,8.0,7.0,3.0,10.0,6.0,9.0,8.0,2.0,5.0,7.0,4.0,9.0,6.0,8.0,2.0,1.0,6.0,1.0,1.0,8.0,8.0,10.0,3.0,4.0,5.0,9.0,4.0,1.0,7.0,2.0,4.0,6.0,3.0,8.0,10.0,3.0,1.0,5.0,6.0,10.0,2
3,9.0,8.0,0.0,0.0,8.0,8.0,0.0,9.0,10.0,0.0,2.0,10.0,1.0,3.0,2.0,0.0,9.0,1.0,0.0,7.0,9.0,10.0,0.0,7.0,6.0,7.0,0.0,0.0,10.0,0.0,5.0,6.0,7.0,0.0,1.0,4.0,1.0,7.0,9.0,3.0,2.0,8.0,0.0,4.0,5.0,8.0,3.0,2.0,9.0,7.0,5.0,0.0,3.0,2.0,0.0,0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30,8.0,4.0,0.0,2.0,2.0,4.0,4.0,6.0,10.0,8.0,5.0,0.0,0.0,4.0,0.0,4.0,8.0,8.0,5.0,2.0,5.0,0.0,0.0,6.0,10.0,4.0,0.0,0.0,4.0,8.0,8.0,5.0,5.0,8.0,3.0,6.0,3.0,8.0,4.0,1.0,3.0,7.0,1.0,2.0,6.0,0.0,8.0,0.0,3.0,8.0,2.0,4.0,5.0,10.0,4.0,2
13,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20,7.0,10.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,7.0,0.0,5.0,4.0,2.0,8.0,0.0,1.0,0.0,10.0,6.0,3.0,1.0,6.0,0.0,4.0,7.0,0.0,5.0,0.0,7.0,1.0,3.0,0.0,4.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,3.0,1.0,5.0,9.0,3.0,2.0,0.0,2
30,6.0,9.0,2.0,1.0,2.0,10.0,8.0,8.0,6.0,0.0,8.0,7.0,8.0,6.0,0.0,6.0,0.0,0.0,0.0,4.0,8.0,0.0,6.0,10.0,2.0,0.0,9.0,4.0,1.0,2.0,5.0,6.0,0.0,8.0,3.0,9.0,9.0,8.0,0.0,7.0,3.0,10.0,3.0,7.0,5.0,2.0,0.0,4.0,0.0,8.0,0.0,1.0,0.0,0.0,9.0,2
17,0.0,0.0,1.0,4.0,0.0,2.0,0.0,9.0,1.0,2.0,7.0,4.0,1.0,6.0,2.0,4.0,9.0,10.0,4.0,6.0,3.0,0.0,2.0,0.0,6.0,5.0,8.0,1.0,3.0,9.0,0.0,6.0,4.0,0.0,10.0,10.0,6.0,2.0,5.0,4.0,7.0,0.0,7.0,8.0,8.0,5.0,0.0,1.0,6.0,3.0,0.0,5.0,8.0,7.0,9.0,2
16,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2
25,4.0,0.0,6.0,8.0,10.0,9.0,8.0,4.0,4.0,7.0,8.0,5.0,7.0,6.0,6.0,5.0,3.0,4.0,2.0,4.0,0.0,6.0,10.0,0.0,5.0,3.0,9.0,6.0,10.0,0.0,5.0,9.0,0.0,7.0,2.0,1.0,7.0,1.0,7.0,3.0,7.0,2.0,0.0,3.0,0.0,7.0,0.0,4.0,8.0,2.0,2.0,0.0,5.0,7.0,7.0,2
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2
5,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
28,5.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,8.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2
25,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,3.0,9.0,2.0,6.0,10.0,7.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,5.0,6.0,2
8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
19,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
9,0.0,0.0,8.0,8.0,2.0,9.0,0.0,0.0,8.0,4.0,1.0,3.0,6.0,3.0,7.0,4.0,7.0,7.0,2.0,7.0,10.0,0.0,9.0,0.0,6.0,0.0,0.0,10.0,3.0,3.0,9.0,0.0,7.0,3.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,7.0,10.0,0.0,0.0,0.0,8.0,0.0,4.0,2.0,9.0,1
26,8.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,9.0,2
4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,2.0,0.0,4.0,0.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,9.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30,3.0,2.0,9.0,6.0,7.0,1.0,3.0,1.0,4.0,7.0,10.0,7.0,8.0,8.0,3.0,7.0,4.0,0.0,1.0,2.0,5.0,3.0,10.0,9.0,10.0,4.0,8.0,4.0,3.0,1.0,3.0,1.0,8.0,9.0,6.0,2.0,3.0,2.0,4.0,2.0,7.0,2.0,3.0,3.0,1.0,8.0,8.0,6.0,5.0,10.0,3.0,8.0,10.0,8.0,2.0,2
17,10.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,8.0,2
2,5.0,9.0,2.0,3.0,4.0,2.0,3.0,7.0,8.0,10.0,7.0,5.0,1.0,6.0,10.0,5.0,10.0,1.0,10.0,7.0,8.0,7.0,8.0,0.0,2.0,4.0,8.0,7.0,6.0,6.0,2.0,3.0,10.0,10.0,2.0,9.0,1.0,4.0,4.0,3.0,2.0,1.0,4.0,0.0,8.0,6.0,6.0,10.0,7.0,9.0,10.0,5.0,6.0,4.0,8.0,0
5,3.0,9.0,0.0,10.0,6.0,4.0,0.0,10.0,2.0,2.0,8.0,9.0,8.0,10.0,10.0,7.0,5.0,3.0,8.0,10.0,6.0,9.0,3.0,7.0,8.0,10.0,6.0,3.0,2.0,10.0,0.0,0.0,10.0,4.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,8.0,0.0,5.0,0.0,5.0,7.0,0.0,0.0,1.0,9.0,0.0,4.0,5.0,0.0,1
